Line Name,Code,English,Español ,//comments,Code-switching,
script|job.kelp-mussel-fest-solution.argue.incorrectFacts:0,@7564DB74,{@drKelp}\tHmmm... That doesn't seem right.,{@drKelp}\tHmmm... Eso no parece correcto.,,,
script|job.kelp-mussel-fest-solution.argue.correctFacts:1,@01DDD0B8,{@drKelp}\tOh! They grow at the same rate.,{@drKelp}\tCrecen al mismo ritmo.,,,
script|job.kelp-mussel-fest-solution.argue.correctFacts:2,@04DDD571,{@drKelp}   What a relief. Looks like local restaurants won't have any trouble.,{@drKelp}   Qué alivio. Parece que los restaurantes locales no tendrán problemas.,,,
script|job.kelp-mussel-fest-solution.argue.correctFacts:3,@03DDD3DE,"{@drKelp}   Want to stick around for dinner, Mija?","{@drKelp}   ¿Quieres quedarte a cenar, Mija?",,,
script|job.kelp-mussel-fest-solution.argue.correctFacts:4,@06DDD897,"{@player}   Oh, uh, no thanks, Mom. I already ate.","{@player}   No, gracias, mamá. Ya comí.",,,
script|job.kelp-mussel-fest-solution.argue.correctFacts:5,@05DDD704,"{@drKelp}   Okay, Sweetie. Just let me know if you change your mind!","{@drKelp}   Sale, cariño. Avísame si cambias de opinión.",,,
script|job.kelp-refuge-failure.start:0,@3359F993,"{@drKelp}\tWell, despite our efforts, the Giant Kelp are taking over the refuge.","{@drKelp} Bueno, a pesar de nuestros esfuerzos, las Algas Gigantes se están apoderando del refugio.",,,
script|job.kelp-refuge-failure.start:1,@3259F800,{@player}   Wait... en serio??,{@player}   Espera... ¿en serio?,,,
script|job.kelp-refuge-failure.start:2,@3559FCB9,{@player}   I thought it was going to work!,{@player} ¡Pensaba que iba a funcionar!,,,
script|job.kelp-refuge-failure.start:3,@3459FB26,"{@drKelp}   That's science, Olivia.","{@drKelp}   Eso es ciencia, Olivia.",,,
script|job.kelp-refuge-failure.start:4,@3759FFDF,{@drKelp}   We make the best predictions we can with the information available to us.,{@drKelp}   Hacemos las mejores predicciones que podemos con la información en nuestras manos.,,,
script|job.kelp-refuge-failure.start:5,@3659FE4C,"{@drKelp}   If things don't turn out as planned, we learn more, adjust our thinking, and carry on.","{@drKelp}   Si las cosas no salen como habíamos planeado, aprendemos más, ajustamos nuestra forma de pensar y seguimos luchando.",,,
script|job.kelp-refuge-failure.start:6,@395A0305,"{@player}   ....Okay, Mom. Where do we start?","{@player} ....Sale, mamá. ¿Por dónde empezamos?",,,
script|job.kelp-refuge-failure.start:7,@385A0172,{@drKelp}    I need you to use your new predictive modeling tool.,{@drKelp}    Utiliza tu nueva aplicación de Modelos Predictivos.,,,
script|job.kelp-refuge-failure.start:8,@3B5A062B,Start by gathering data from Kelp Refuge site.,Empieza recopilando datos en el sitio del Refugio de las Algas.,,,
script|job.kelp-refuge-failure.start:9,@3A5A0498,"Once you have those numbers, run a simulation and figure out what's happening down there.","Cuando tengas esos datos, haz una simulación y averigua qué está pasando ahí debajo.",,,
script|job.kelp-refuge-failure.start:10,@73A1B390,{@player}   Okay. I can handle that.,{@player}   Vale. Puedo encargarme de eso.,,,
script|job.kelp-refuge-failure.start:11,@74A1B523,{@player}   But Mom... no entiendo. The Refuge is your dream. Why aren't you sadder about this?,{@player} Pero mamá... no entiendo. El Refugio era tú sueño. ¿Por qué no estás más triste sobre esto?,,,
script|job.kelp-refuge-failure.start:12,@75A1B6B6,"{@drKelp}   It takes a lot to break my heart, Mija.","{@drKelp}   Se necesita mucho para partir mi corazón, Mija.",,,
script|job.kelp-refuge-failure.helpLeaveShip:0,@725073A7,{@player}   Where should I go from here?,{@player}   ¿Adónde debo ir ahora?,,,
script|job.kelp-refuge-failure.helpLeaveShip:1,@71507214,{@guide}    You'll need to dive to the Kelp Refuge site.,{@guide}    Tendrás que bucear hacia el Refugio de Algas.,,,
script|job.kelp-refuge-failure.diveSite:1,@F9B5036B,{@player}   Wow. Mom was right.,{@player}   Vaya. Mamá tenía razón.,,,
script|job.kelp-refuge-failure.diveSite:2,@FAB504FE,{@player}   The Giant Kelp have completely taken over.,{@player}   Las Algas Gigantes se han apoderado de todo.,,,
script|job.kelp-refuge-failure.diveSite:3,@FBB50691,"{@guide}    My sensors indicate you are stressed, O.","{@guide}    Mis sensores indican que estás estresada, O.",,,
script|job.kelp-refuge-failure.diveSite:4,@FCB50824,{@guide}    Perhaps we should run an experiment to determine your ideal environmental conditions.,{@guide}    Quizá deberíamos hacer un experimento para determinar tus ideales condiciones ambientales.,,,
script|job.kelp-refuge-failure.diveSite:5,@FDB509B7,"{@player}   ....Did you just make a joke, {nameof @guide}?","{@player} ....¿Acabas de hacer un chiste, {nameof @guide}?",,,
script|job.kelp-refuge-failure.diveSite:6,@FEB50B4A,"{@player}   Because I gotta say, it was pretty good.",{@player} Porque te tengo que decir que te salió muy bien.,,,
script|job.kelp-refuge-failure.diveSite:7,@FFB50CDD,"{@guide}    Thank you, O.","{@guide}    Gracias, O.",,,
script|job.kelp-refuge-failure.diveSite:8,@F0B4F540,{@guide}    We need to gather the historical population data.,{@guide}    Tenemos que reunir los datos históricos de la población.,,,
script|job.kelp-refuge-failure.diveSite:9,@F1B4F6D3,{@guide}    See if you can track down the population probe.,{@guide}    A ver si puedes localizar la sonda de población.,,,
script|job.kelp-refuge-failure.helpHistorical:0,@0A1B3F4E,{@player}   Where should I go from here?,{@player}   ¿A dónde debo ir de aquí?,,,
script|job.kelp-refuge-failure.helpHistorical:1,@0B1B40E1,{@guide}\tWe need the historical population. You'll need to find and scan the population probe.,{@guide}\tNecesitamos la población histórica. Tendrás que encontrar y escanear la sonda de población.,,,
script|job.kelp-refuge-failure.probeCollectionComplete:0,@21EC1AFE,"{@guide}\tPresentable work, O! You've gathered the data we need.","{@guide}\t¡Trabajo presentable, O! Has reunido los datos que necesitamos.",,,
script|job.kelp-refuge-failure.probeCollectionComplete:1,@22EC1C91,{@guide}    Your next priority is to measure the reproductive rates of kelp.,{@guide}    Tu siguiente objetivo es medir las tasas de reproducción de las algas.,,,
script|job.kelp-refuge-failure.probeCollectionComplete:2,@1FEC17D8,{@guide}    Head to the surface and go to your Experiment Room.,{@guide}    Dirígete a la superficie y ve a tu Sala de Experimentos.,,,
script|job.kelp-refuge-failure.helpToExperiment:0,@B22C311C,{@player}   Where should I go from here?,{@player}   ¿Adónde debo ir ahora?,,,
script|job.kelp-refuge-failure.helpToExperiment:1,@B32C32AF,{@guide}\tHead to the {h}Measurement Tank{/h} to measure Kelp reproduction rates.,{@guide}\tDirígete al {h}Tanque de Medidas{/h} para medir las tasas de reproducción de las Algas.,,,
script|job.kelp-refuge-failure.startExperiment:0,@834918B4,{@guide}\tYou need the reproduction rates of kelp when stressed and unstressed.,{@guide}\tNecesitas las tasas de reproducción de las algas cuando están estresadas y cuando no lo están.,,,
script|job.kelp-refuge-failure.startExperiment:1,@84491A47,"Add only one species, and make sure it's fed and stabilized.","Añade sólo una especie, y asegúrate de que esté alimentada y estabilizada.",,,
script|job.kelp-refuge-failure.startExperiment:2,@85491BDA,You'll need to study the kelp in multiple ecosystems to obtain both stressed and unstressed rules.,Tendrás que estudiar las algas en varios ecosistemas para obtener las reglas de cuando están estresadas y no estresadas.,,,
script|job.kelp-refuge-failure.helpAtExperiment:0,@FF5CAD78,{@player} \tHow should I do this again?,{@player} \t¿Cómo debo hacer esto de nuevo?,,,
script|job.kelp-refuge-failure.helpAtExperiment:1,@005CAF0B,{@guide}\tYou need the reproduction rates of kelp when stressed and unstressed.,{@guide}\tNecesitaras las tasas de reproducción de las algas cuando están estresadas y cuando no lo están.,,,
script|job.kelp-refuge-failure.helpAtExperiment:2,@015CB09E,You will need to put the kelp in multiple ecosystems.,Tendrás que colocar las algas en múltiples ecosistemas.,,,
script|job.kelp-refuge-failure.helpAtExperiment:3,@025CB231,"Which sites are they are stressed in, and which sites allow them to thrive?",¿En qué lugares están estresadas y en cuáles prosperan?,,,
script|job.kelp-refuge-failure.experimentGrowthEnd:0,@026756A6,"{@guide}\tAgreeable work, O!","{@guide}\t¡Un trabajo agradable, O!",,,
script|job.kelp-refuge-failure.experimentGrowthEnd:2,@00675380,{@guide}\tAnd you have already measured how {nameof GiantKelp} and {nameof BullKelp} consume light.,{@guide}\tYa mediste cuanta luz consume la {nameof GiantKelp} y las {nameof BullKelp}.,,,
script|job.kelp-refuge-failure.experimentGrowthEnd:3,@01675513,Looks like your past work has come in handy!,¡Parece que te fue util tu trabajo anterior!,,,
script|job.kelp-refuge-failure.experimentGrowthEnd:6,@046759CC,{@guide}\tYou will also need to measure how {nameof GiantKelp} and {nameof BullKelp} affect light levels.,{@guide}\tTambién tendrás que medir cómo afecta la {nameof GiantKelp} y las {nameofalga toro} a los niveles de luz.,,,
script|job.kelp-refuge-failure.experimentGrowthEnd:7,@05675B5F,Add them to the Measurement Tank again separately... only this time turn off the Stabilizer Controls and turn on the Auto Feeder.,Vuelve a añadirlas al Tanque de Medición por separado... sólo que esta vez apaga los Controles Estabilizadores y enciende el Alimentador Automático.,,,
script|job.kelp-refuge-failure.experimentConsumeEnd:0,@7FC1B741,{@guide}\tHmm. The {h}Measurement Tank{/h} has provided us with some new clues.,{@guide}\tHmm. El {h}Tanque de Medidas{/h} nos ha dado algunas pistas nuevas.,,,
script|job.kelp-refuge-failure.experimentsCompleted:0,@7C24D35C,"{@player}   Okay. What now, {nameof @guide}?","{@player}   De acuerdo. ¿Y ahora qué, {nameof @guide}?",,,
script|job.kelp-refuge-failure.experimentsCompleted:1,@7D24D4EF,{@guide}\tYou need to build a model that incorporates all of this data.,{@guide}\t Necesitas construir un modelo que incorpore a todos estos datos.,,,
script|job.kelp-refuge-failure.experimentsCompleted:2,@7E24D682,This will help you determine why the {nameof BullKelp} are reproducing more slowly.,Esto te ayudará a determinar por qué las {nameof BullKelp} se reproducen más lentamente.,,,
script|job.kelp-refuge-failure.experimentsCompleted:3,@7F24D815,Head to the Modeling Room.,Dirígete a la Sala de Modelización.,,,
script|job.kelp-refuge-failure.helpBeginModel:0,@60827BF0,{@player} \tWhat do we need to do now?,{@player}\t¿Qué tenemos que hacer ahora?,,,
script|job.kelp-refuge-failure.helpBeginModel:1,@61827D83,{@guide}\tNow we need to build a model.,{@guide}\tAhora tenemos que construir un modelo.,,,
script|job.kelp-refuge-failure.modelingStart:0,@A5BFD2EE,{@guide}\tLet's input the data we've gathered and see if we can get a model that matches historical data.,{@guide}\tIntroduzcamos los datos recopilados y veamos si podemos obtener un modelo que coincidan con los datos históricos.,,,
script|job.kelp-refuge-failure.lightDeecreaseModelingComplete:0,@EE6E986C,"{@guide}\tYou solved it, O!","{@guide}¡Lo has resuelto, O!",,,
script|job.kelp-refuge-failure.lightDeecreaseModelingComplete:1,@EF6E99FF,{@player}   Yeah. I guess so.,"{@player} Sí, supongo que sí.",,,
script|job.kelp-refuge-failure.lightDeecreaseModelingComplete:2,@F06E9B92,{@guide}    Now you can help your mother understand why the Kelp Refuge failed.,{@guide}    Ahora puedes ayudar a tu madre a entender por qué fracasó el Refugio de Algas.,,,
script|job.kelp-refuge-failure.lightDeecreaseModelingComplete:3,@F16E9D25,{@guide}    Time to head back to the station.,{@guide}    Es hora de volver a la estación.,,,
script|job.kelp-refuge-failure.helpReportBack:0,@75DE6B7B,{@player} \tWhat do we need to do now?,{@player} \t¿Qué tenemos que hacer ahora?,,,
script|job.kelp-refuge-failure.helpReportBack:1,@74DE69E8,{@guide}\tReturn to the research station and share your findings.,{@guide}\tRegresa a la estación de investigación y comparte tus descubrimientos.,,,
script|job.kelp-refuge-failure.modelSuggestions:2,@0F3F672D,{@guide}    You're done with this portion! Head to the {h}Describe{/h} tab next.,"{@guide}    ¡Has terminado con esta parte! A continuación, dirígete a la ficha {h}Describir{/h}.",,,
script|job.kelp-refuge-failure.modelSuggestions:4,@093F5DBB,"{@guide}    Once you import your facts and save the Visual model, we should be good to make our Describe model!","{@guide}    Una vez que haygas importado tus datos y guardado el Modelo Visual, ¡estaremos listos para crear nuestro modelo Descriptivo!",,,
script|job.kelp-refuge-failure.modelSuggestions:8,@053F576F,{@guide}    Time to try out your model in the {h}Describe{/h} tab.,{@guide}    Es hora de comprobar tu modelo en la ficha {h}Describir{/h}.,,,
script|job.kelp-refuge-failure.modelSuggestions:10,@8BC7B10C,{@guide}    Seems like we don't have enough information to complete our model accurately.,{@guide}    Parece que no tenemos suficiente información para completar nuestro modelo con precisión.,,,
script|job.kelp-refuge-failure.modelSuggestions:11,@8CC7B29F,"Look for {h}question marks{/h} in the  Visual model interface, those point to where we may need more data.","Busca {h}signos de interrogación{/h} en la interfaz del modelo Visual, esos señalan dónde podemos necesitar más datos.",,,
script|job.kelp-refuge-failure.suggestReproduce:0,@32A73B30,{@guide}    Did you get all the reproduction rates?,{@guide}    ¿Conseguiste todas las tasas de reproducción?,,,
script|job.kelp-refuge-failure.suggestObserve:0,@FA2FA85B,{@guide}    Are you sure you have observed all the interactions here?,{@guide}    ¿Estás segura que observaste todas las interacciones?,,,
script|job.kelp-refuge-failure.suggestMeasureEnviro:0,@23ED2F12,{@guide}    Are you sure you've found out all the ways the different organisms affect the water conditions? The {h}Measurement Tank{/h} may still be useful.,{@guide}    ¿Estás segura que averiguaste todas las formas en que los distintos organismos afectan a las condiciones del agua? El {h}Tanque de Medidas{/h} aún puede ser útil.,,,
script|job.kelp-refuge-failure.catchVisitSite:0,@2520900C,{@guide}   \tHead to Site D. You'll need to take a look around.,{@guide} \t{@guide} Dirígete al Sitio D. Tendrás que echar un vistazo.,,,
script|job.kelp-refuge-failure.catchHistPop:0,@716CA0C7,{@guide}\tYou'll need to collect data from the population probe at site D.,{@guide} \tTendrás que recoger datos de la sonda de población del Sitio D.,,,
script|job.kelp-refuge-failure.catchGrowthRates:0,@C90D2D56,{@guide}    Place some {nameof GiantKelp} into the Measurement Tank using water from different ecosystems. Then focus on the reproductive rates.,"{@guide}    Coloca algunas {nameof GiantKelp} en el Tanque de Medidas utilizando agua de diferentes ecosistemas. A continuación, céntrate en las tasas de reproducción.",,,
script|job.kelp-refuge-failure.catchGrowthRatesBull:0,@760772BF,{@guide}\tPlace some {nameof BullKelp} into the Measurement Tank using water from different ecosystems. Then focus on the reproduction rates.,"{@guide}\tColoca un poco de {nameof BullKelp} en el Tanque de Medidas utilizando agua de diferentes ecosistemas. Depues, fíjate en las tasas de reproducción.",,,
script|job.kelp-refuge-failure.catchLightRatesGiant:0,@8B505418,{@guide}\tPlace some {nameof GiantKelp} into the Measurement Tank using water from different ecosystems. Then focus on how much light they consume.,"{@guide}\tColoca algas gigantes en el Tanque de Medición utilizando agua de diferentes ecosistemas. A continuación, fíjate en la cantidad de luz que consumen.",,,
script|job.kelp-refuge-failure.catchLightRatesBull:0,@A47F99FE,{@guide}\tPlace some {nameof BullKelp} into the Measurement Tank using water from different ecosystems. Then focus on how much light they consume.,"{@guide}\tColocaalgunas (nameof GiantKelp} hacía el Tankee de Medidas utilizando agua de diferentes ecosistemas. Despues, fíjate en la cantidad de luz que consumen.",,,
script|job.kelp-refuge-failure.catchNewModel:0,@72E65307,{@guide}\tCreate a Sync Model of {nameof GiantKelp} and {nameof BullKelp} at the Refuge site.,{@guide}\tCrea un Modelo de Sincronización de la {nameof GiantKelp} y las {nameofalga toro} en el Refugio.,,,
script|job.kelp-refuge-failure.catchGetPaid:0,@4A82EC82,{@guide}\tTime to head back to the {m}research station{/m} and tell {nameof @drKelp} what you discovered.,{@guide}\tEs hora de volver al {m}Estación de Investigaciones{/m} y contar a {nameof @drKelp} lo que descubriste .,,,
